target,discovered,wrong letters,number of hits,lives remaining,game won
halyards,"['_', 'a', 'l', 'y', 'a', 'r', '_', 's']","['e', 'i', 'o', 'u', 'n', 'c', 't', 'm', 'k', 'p']",6,0,False
deciphers,"['d', 'e', 'c', 'i', 'p', 'h', 'e', 'r', 's']","['a', 'n', 'o', 't', 'l', 'u', 'm']",9,3,True
lick,"['l', 'i', 'c', 'k']","['e', 's', 'o', 'a', 'u', 't', 'n', 'r']",4,2,True
lives,"['l', 'i', '_', 'e', 's']","['a', 'o', 'r', 't', 'u', 'd', 'n', 'p', 'c', 'm']",4,0,False
digested,"['d', 'i', '_', 'e', 's', 't', 'e', 'd']","['a', 'r', 'n', 'l', 'o', 'u', 'c', 'm', 'p', 'h']",7,0,False
pirate,"['p', 'i', 'r', 'a', 't', 'e']","['s', 'd', 'n', 'l', 'o', 'c']",6,4,True
anaesthetize,"['a', 'n', 'a', 'e', 's', 't', 'h', 'e', 't', 'i', 'z', 'e']","['r', 'l', 'o', 'c', 'd', 'g', 'm', 'v', 'w']",12,1,True
harangues,"['h', 'a', 'r', 'a', 'n', 'g', 'u', 'e', 's']","['i', 'o', 't', 'l', 'd', 'c', 'p', 'b']",9,2,True
surveys,"['s', 'u', 'r', '_', 'e', '_', 's']","['i', 'a', 'o', 't', 'd', 'l', 'n', 'p', 'b', 'c']",5,0,False
wrangles,"['_', 'r', 'a', 'n', 'g', 'l', 'e', 's']","['i', 'o', 't', 'd', 'u', 'c', 'p', 'b', 'm', 'y']",7,0,False
harrowing,"['_', 'a', 'r', 'r', 'o', 'w', 'i', 'n', 'g']","['e', 's', 't', 'l', 'c', 'd', 'm', 'u', 'p', 'b']",8,0,False
lentils,"['l', 'e', 'n', 't', 'i', 'l', 's']","['a', 'r', 'o']",7,7,True
echoed,"['e', 'c', '_', 'o', 'e', 'd']","['s', 'r', 'n', 'l', 't', 'a', 'p', 'b', 'i', 'u']",5,0,False
gratifies,"['g', 'r', 'a', 't', 'i', '_', 'i', 'e', 's']","['n', 'l', 'o', 'd', 'c', 'p', 'u', 'h', 'm', 'b']",8,0,False
dynamites,"['d', '_', 'n', 'a', 'm', 'i', 't', 'e', 's']","['r', 'l', 'o', 'c', 'g', 'u', 'h', 'p', 'f', 'b']",8,0,False
outvoting,"['o', 'u', 't', '_', 'o', 't', 'i', 'n', 'g']","['e', 'a', 's', 'l', 'r', 'c', 'w', 'p', 'd', 'b']",8,0,False
experiment,"['e', '_', 'p', 'e', 'r', 'i', 'm', 'e', 'n', 't']","['s', 'a', 'o', 'l', 'g', 'd', 'c', 'v', 'f', 'w']",9,0,False
evaluated,"['e', '_', 'a', 'l', 'u', 'a', 't', 'e', 'd']","['s', 'i', 'r', 'n', 'o', 'c', 'b', 'p', 'f', 'y']",8,0,False
grandstands,"['g', 'r', 'a', 'n', 'd', 's', 't', 'a', 'n', 'd', 's']","['e', 'i', 'o', 'u', 'c', 'p']",11,4,True
manse,"['m', 'a', 'n', 's', 'e']","['i', 'o', 'r', 'l', 't', 'd', 'u', 'p', 'h']",5,1,True
civet,"['_', 'i', '_', 'e', 't']","['s', 'a', 'o', 'r', 'l', 'd', 'n', 'h', 'y', 'u']",3,0,False
nunneries,"['n', 'u', 'n', 'n', 'e', 'r', 'i', 'e', 's']","['a', 'o', 't', 'l', 'd', 'g']",9,4,True
kneecaps,"['k', 'n', 'e', 'e', 'c', 'a', 'p', 's']","['i', 'r', 'o', 'l', 't', 'd', 'u', 'h']",8,2,True
fibroid,"['_', 'i', 'b', 'r', 'o', 'i', 'd']","['e', 'a', 'n', 's', 'l', 't', 'm', 'c', 'h', 'g']",6,0,False
mend,"['_', 'e', 'n', 'd']","['s', 'a', 'o', 'i', 'u', 'l', 'r', 't', 'k', 'y']",3,0,False
norm,"['n', 'o', 'r', 'm']","['e', 's', 'a', 'l', 'i', 'u', 't', 'p']",4,2,True
incubuses,"['i', 'n', 'c', 'u', '_', 'u', 's', 'e', 's']","['a', 'r', 'o', 't', 'l', 'd', 'g', 'm', 'p', 'h']",8,0,False
salespeople,"['s', 'a', 'l', 'e', 's', 'p', 'e', 'o', 'p', 'l', 'e']","['i', 'r', 'n', 't', 'h', 'c', 'g', 'y']",11,2,True
knightly,"['_', 'n', 'i', 'g', '_', 't', 'l', '_']","['e', 'a', 'o', 's', 'u', 'r', 'c', 'd', 'w', 'b']",5,0,False
incursion,"['i', 'n', 'c', 'u', 'r', 's', 'i', 'o', 'n']","['e', 'a', 'g', 't', 'l']",9,5,True
scuffle,"['s', 'c', 'u', 'f', 'f', 'l', 'e']","['i', 'a', 'o', 'r', 'd', 't', 'n', 'h', 'm']",7,1,True
milquetoasts,"['m', 'i', 'l', 'q', 'u', 'e', 't', 'o', 'a', 's', 't', 's']","['r', 'n', 'c', 'd', 'p', 'y', 'g', 'w']",12,2,True
feedback,"['_', 'e', 'e', 'd', 'b', 'a', 'c', 'k']","['s', 'i', 'r', 'l', 'n', 't', 'o', 'h', 'u', 'p']",7,0,False
enrols,"['e', 'n', 'r', 'o', 'l', 's']","['i', 'a', 'u', 'd', 't', 'c']",6,4,True
blued,"['b', 'l', 'u', 'e', 'd']","['s', 'a', 'o', 'i', 'r', 'y', 't', 'c', 'n']",5,1,True
cartooning,"['c', 'a', 'r', 't', 'o', 'o', 'n', 'i', 'n', 'g']","['e', 's', 'l']",10,7,True
unfriendliness,"['u', 'n', 'f', 'r', 'i', 'e', 'n', 'd', 'l', 'i', 'n', 'e', 's', 's']","['a', 'o', 't', 'c', 'p']",14,5,True
lifts,"['l', 'i', '_', 't', 's']","['e', 'a', 'o', 'u', 'n', 'y', 'h', 'r', 'k', 'p']",4,0,False
conversationally,"['c', 'o', 'n', 'v', 'e', 'r', 's', 'a', 't', 'i', 'o', 'n', 'a', 'l', 'l', 'y']","['d', 'p', 'u', 'm', 'b', 'g']",16,4,True
gentility,"['g', 'e', 'n', 't', 'i', 'l', 'i', 't', 'y']","['s', 'r', 'a', 'o', 'd', 'u', 'c', 'h']",9,2,True
verbose,"['_', 'e', 'r', 'b', 'o', 's', 'e']","['i', 'a', 'u', 't', 'd', 'l', 'n', 'p', 'c', 'w']",6,0,False
predefined,"['_', 'r', 'e', 'd', 'e', 'f', 'i', 'n', 'e', 'd']","['s', 'a', 'o', 't', 'l', 'g', 'c', 'u', 'v', 'm']",9,0,False
toniest,"['t', 'o', 'n', 'i', 'e', 's', 't']","['a', 'r', 'l']",7,7,True
lunched,"['l', 'u', 'n', 'c', 'h', 'e', 'd']","['s', 'i', 'a', 'o', 'r', 't']",7,4,True
waterfront,"['_', 'a', 't', 'e', 'r', 'f', 'r', 'o', 'n', 't']","['s', 'i', 'l', 'd', 'c', 'm', 'h', 'b', 'g', 'p']",9,0,False
carouse,"['c', 'a', 'r', 'o', 'u', 's', 'e']","['i', 't', 'l', 'd', 'n']",7,5,True
shivering,"['s', '_', 'i', '_', 'e', 'r', 'i', 'n', 'g']","['a', 'o', 't', 'l', 'd', 'u', 'p', 'm', 'c', 'f']",7,0,False
pulleys,"['_', 'u', 'l', 'l', 'e', '_', 's']","['i', 'a', 'o', 'r', 'd', 't', 'n', 'c', 'm', 'h']",5,0,False
ensconcing,"['e', 'n', 's', 'c', 'o', 'n', 'c', 'i', 'n', 'g']","['a', 'r', 't', 'l', 'd', 'u']",10,4,True
debarked,"['d', 'e', 'b', 'a', 'r', '_', 'e', 'd']","['s', 'i', 'o', 't', 'l', 'n', 'c', 'g', 'm', 'p']",7,0,False
derisory,"['d', 'e', 'r', 'i', 's', 'o', 'r', '_']","['a', 'n', 't', 'l', 'c', 'p', 'u', 'm', 'v', 'w']",7,0,False
sloshing,"['s', 'l', 'o', 's', '_', 'i', 'n', 'g']","['e', 'a', 't', 'u', 'r', 'p', 'c', 'd', 'b', 'm']",7,0,False
provinces,"['p', 'r', 'o', 'v', 'i', 'n', 'c', 'e', 's']","['a', 't', 'l', 'd', 'g', 'u', 'm', 'h']",9,2,True
uncertainty,"['u', 'n', 'c', 'e', 'r', 't', 'a', 'i', 'n', 't', '_']","['s', 'o', 'l', 'g', 'd', 'm', 'p', 'f', 'v', 'k']",10,0,False
stools,"['s', 't', 'o', 'o', 'l', 's']","['e', 'a', 'i', 'u', 'r', 'y', 'c']",6,3,True
menageries,"['m', 'e', 'n', 'a', 'g', 'e', 'r', 'i', 'e', 's']","['t', 'o', 'l', 'd', 'c']",10,5,True
benefiting,"['_', 'e', 'n', 'e', '_', 'i', 't', 'i', 'n', 'g']","['s', 'a', 'r', 'o', 'l', 'd', 'c', 'h', 'm', 'v']",8,0,False
clarinettists,"['c', 'l', 'a', 'r', 'i', 'n', 'e', 't', 't', 'i', 's', 't', 's']",['o'],13,9,True
decommissions,"['d', 'e', 'c', 'o', 'm', 'm', 'i', 's', 's', 'i', 'o', 'n', 's']","['a', 't', 'r', 'l', 'u']",13,5,True
toneless,"['t', 'o', 'n', 'e', 'l', 'e', 's', 's']","['i', 'r', 'a']",8,7,True
hoarsest,"['h', 'o', 'a', 'r', 's', 'e', 's', 't']","['i', 'l', 'n', 'd', 'c', 'p', 'u']",8,3,True
bloom,"['_', 'l', 'o', 'o', '_']","['e', 's', 'a', 'i', 'u', 'y', 'r', 'c', 't', 'n']",3,0,False
heartbeats,"['_', 'e', 'a', 'r', 't', '_', 'e', 'a', 't', 's']","['i', 'o', 'n', 'l', 'd', 'c', 'u', 'p', 'm', 'g']",8,0,False
rashest,"['r', 'a', 's', 'h', 'e', 's', 't']","['i', 'o', 'l', 'd', 'n', 'u', 'c', 'p']",7,2,True
hindsight,"['h', 'i', 'n', '_', 's', 'i', 'g', 'h', 't']","['e', 'a', 'o', 'l', 'r', 'u', 'm', 'y', 'c', 'k']",8,0,False
pleas,"['p', 'l', 'e', 'a', 's']","['i', 'o', 'r', 't', 'u', 'd', 'n']",5,3,True
macerates,"['m', 'a', 'c', 'e', 'r', 'a', 't', 'e', 's']","['i', 'o', 'l', 'n', 'd', 'u', 'h', 'p', 'g']",9,1,True
bends,"['_', 'e', 'n', 'd', 's']","['i', 'a', 'o', 'u', 'r', 'l', 't', 'p', 'c', 'y']",4,0,False
parboil,"['p', 'a', 'r', '_', 'o', 'i', 'l']","['e', 'n', 's', 't', 'c', 'y', 'm', 'u', 'd', 'f']",6,0,False
eighty,"['e', 'i', 'g', 'h', 't', '_']","['s', 'r', 'd', 'n', 'l', 'a', 'o', 'c', 'p', 'b']",5,0,False
temporised,"['t', 'e', 'm', 'p', 'o', 'r', 'i', 's', 'e', 'd']","['a', 'n', 'l', 'c', 'u', 'h']",10,4,True
deals,"['d', 'e', 'a', 'l', 's']","['i', 'o', 'r', 't', 'u']",5,5,True
infallibly,"['i', 'n', 'f', 'a', 'l', 'l', 'i', 'b', 'l', 'y']","['e', 'o', 's', 'g', 't', 'c', 'u']",10,3,True
restocking,"['r', 'e', 's', 't', 'o', 'c', 'k', 'i', 'n', 'g']","['a', 'l', 'd', 'p', 'u', 'm', 'h', 'f', 'v']",10,1,True
microphones,"['m', 'i', 'c', 'r', 'o', 'p', 'h', 'o', 'n', 'e', 's']","['a', 't', 'l', 'd', 'u', 'g']",11,4,True
crinkle,"['c', 'r', 'i', 'n', 'k', 'l', 'e']","['s', 'a', 'o', 'd', 'g', 't', 'u', 'p', 'f']",7,1,True
intensification,"['i', 'n', 't', 'e', 'n', 's', 'i', 'f', 'i', 'c', 'a', 't', 'i', 'o', 'n']","['r', 'l', 'u', 'd']",15,6,True
forearms,"['_', 'o', 'r', 'e', 'a', 'r', 'm', 's']","['i', 't', 'l', 'd', 'n', 'c', 'p', 'b', 'u', 'w']",7,0,False
recharged,"['r', 'e', 'c', 'h', 'a', 'r', 'g', 'e', 'd']","['s', 'i', 'o', 't', 'l', 'n', 'u', 'p', 'k']",9,1,True
overseen,"['o', 'v', 'e', 'r', 's', 'e', 'e', 'n']","['i', 'a', 't', 'd', 'l', 'u', 'c', 'p', 'm']",8,1,True
wiggled,"['w', 'i', 'g', 'g', 'l', 'e', 'd']","['s', 'r', 'n', 'a', 'o', 't', 'u', 'c', 'p']",7,1,True
worshipping,"['w', 'o', 'r', 's', 'h', 'i', 'p', 'p', 'i', 'n', 'g']","['e', 'a', 't', 'u', 'l', 'm', 'd']",11,3,True
marionette,"['m', 'a', 'r', 'i', 'o', 'n', 'e', 't', 't', 'e']","['s', 'l', 'c', 'g', 'd']",10,5,True
pealed,"['p', 'e', 'a', 'l', 'e', 'd']","['s', 'r', 'n', 'o', 'i', 't', 'u', 'b']",6,2,True
scrimshawing,"['s', 'c', 'r', 'i', 'm', 's', 'h', 'a', 'w', 'i', 'n', 'g']","['e', 'o', 't', 'l', 'p', 'd']",12,4,True
abdications,"['a', 'b', 'd', 'i', 'c', 'a', 't', 'i', 'o', 'n', 's']","['e', 'r', 'l', 'g', 'm', 'u', 'p', 'v']",11,2,True
asthma,"['a', 's', 't', 'h', 'm', 'a']","['e', 'i', 'o', 'u', 'r', 'l', 'n', 'y']",6,2,True
straightens,"['s', 't', 'r', 'a', 'i', 'g', 'h', 't', 'e', 'n', 's']","['o', 'l', 'd', 'c', 'm', 'p', 'u']",11,3,True
postulated,"['p', 'o', 's', 't', 'u', 'l', 'a', 't', 'e', 'd']","['i', 'r', 'n', 'c', 'h', 'b']",10,4,True
clipt,"['c', 'l', 'i', '_', 't']","['e', 's', 'a', 'o', 'u', 'y', 'h', 'n', 'r', 'm']",4,0,False
haggling,"['_', 'a', 'g', 'g', 'l', 'i', 'n', 'g']","['e', 's', 'o', 'r', 't', 'c', 'd', 'u', 'b', 'f']",7,0,False
fertilises,"['_', 'e', 'r', 't', 'i', 'l', 'i', 's', 'e', 's']","['a', 'n', 'o', 'u', 'd', 'p', 'h', 'c', 'm', 'v']",9,0,False
comely,"['c', 'o', '_', 'e', 'l', 'y']","['s', 'r', 'd', 'n', 'a', 'i', 'u', 't', 'b', 'p']",5,0,False
psychically,"['p', 's', 'y', 'c', 'h', 'i', 'c', 'a', 'l', 'l', 'y']","['e', 'n', 'o', 't', 'r', 'm', 'z', 'f']",11,2,True
stovepipes,"['s', 't', 'o', 'v', 'e', 'p', 'i', 'p', 'e', 's']","['a', 'n', 'r', 'l', 'c', 'd', 'u', 'h']",10,2,True
prancer,"['_', 'r', 'a', 'n', 'c', 'e', 'r']","['s', 'i', 'o', 'd', 't', 'l', 'u', 'g', 'y', 'k']",6,0,False
interweave,"['i', 'n', 't', 'e', 'r', '_', 'e', 'a', 'v', 'e']","['s', 'l', 'o', 'd', 'g', 'c', 'm', 'p', 'f', 'b']",9,0,False
tittered,"['t', 'i', 't', 't', 'e', 'r', 'e', 'd']","['s', 'n', 'a', 'o', 'l']",8,5,True
other,"['o', 't', 'h', 'e', 'r']","['s', 'a', 'i', 'u', 'd', 'l', 'n', 'y']",5,2,True
pledges,"['p', 'l', 'e', 'd', '_', 'e', 's']","['i', 'a', 'o', 'r', 'u', 't', 'h', 'n', 'c', 'b']",6,0,False
propositioned,"['p', 'r', 'o', 'p', 'o', 's', 'i', 't', 'i', 'o', 'n', 'e', 'd']","['a', 'c', 'l', 'u', 'm', 'g']",13,4,True
disengage,"['d', 'i', 's', 'e', 'n', 'g', 'a', 'g', 'e']","['r', 't', 'l', 'o', 'c']",9,5,True
scalars,"['s', 'c', 'a', 'l', 'a', 'r', 's']","['e', 'i', 'o', 'u', 'n', 'y']",7,4,True
overdressed,"['o', 'v', 'e', 'r', 'd', 'r', 'e', 's', 's', 'e', 'd']","['i', 'a', 't', 'n', 'l', 'p', 'c', 'h']",11,2,True
jackal,"['_', 'a', '_', '_', 'a', 'l']","['e', 's', 'i', 'o', 'u', 'y', 't', 'n', 'm', 'r']",3,0,False
sulkiness,"['s', 'u', 'l', '_', 'i', 'n', 'e', 's', 's']","['a', 'r', 'o', 't', 'd', 'g', 'c', 'm', 'h', 'f']",8,0,False
boded,"['_', 'o', 'd', 'e', 'd']","['s', 'a', 'i', 'r', 'l', 'u', 't', 'y', 'c', 'n']",4,0,False
letdown,"['l', 'e', 't', 'd', 'o', 'w', 'n']","['s', 'i', 'a', 'r', 'u', 'c', 'b', 'p', 'g']",7,1,True
summary,"['s', 'u', 'm', 'm', 'a', 'r', 'y']","['e', 'i', 'o', 'l', 't', 'n', 'c']",7,3,True
doers,"['d', 'o', 'e', 'r', 's']","['i', 'a', 'u', 'l', 't']",5,5,True
cadence,"['c', 'a', 'd', 'e', 'n', 'c', 'e']","['s', 'i', 'r', 'l', 'o', 't']",7,4,True
monstrously,"['m', 'o', 'n', 's', 't', 'r', 'o', 'u', 's', 'l', 'y']","['e', 'i', 'a', 'c', 'h', 'f']",11,4,True
saturate,"['s', 'a', 't', 'u', 'r', 'a', 't', 'e']","['i', 'o', 'l', 'd', 'n', 'c']",8,4,True
blondest,"['b', 'l', 'o', 'n', 'd', 'e', 's', 't']","['i', 'r', 'a', 'u', 'c', 'h', 'm', 'p']",8,2,True
siesta,"['s', 'i', 'e', 's', 't', 'a']","['r', 'l', 'n', 'd']",6,6,True
overwhelms,"['o', 'v', 'e', 'r', 'w', 'h', 'e', 'l', '_', 's']","['i', 'a', 'n', 't', 'u', 'p', 'c', 'd', 'b', 'f']",9,0,False
twenties,"['t', '_', 'e', 'n', 't', 'i', 'e', 's']","['a', 'r', 'o', 'l', 'd', 'g', 'c', 'u', 'h', 'p']",7,0,False
choices,"['c', 'h', 'o', 'i', 'c', 'e', 's']","['a', 'r', 'n', 'l', 't', 'd', 'u']",7,3,True
lumbago,"['l', 'u', 'm', '_', 'a', '_', 'o']","['e', 'i', 's', 'r', 't', 'n', 'y', 'd', 'c', 'f']",5,0,False
whistlers,"['_', 'h', 'i', 's', 't', 'l', 'e', 'r', 's']","['a', 'n', 'o', 'd', 'u', 'c', 'p', 'f', 'g', 'm']",8,0,False
pole,"['p', 'o', 'l', 'e']","['s', 'a', 'i', 'r', 't', 'd', 'u', 'n']",4,2,True
actuate,"['a', 'c', 't', 'u', 'a', 't', 'e']","['s', 'i', 'r', 'd', 'l', 'n', 'o']",7,3,True
sheaf,"['s', '_', 'e', 'a', '_']","['i', 'o', 'r', 'l', 't', 'd', 'n', 'u', 'p', 'c']",3,0,False
splay,"['s', 'p', 'l', 'a', 'y']","['e', 'o', 'i', 'u', 'r', 't', 'n']",5,3,True
operations,"['o', 'p', 'e', 'r', 'a', 't', 'i', 'o', 'n', 's']","['l', 'c', 'd', 'g']",10,6,True
manicurist,"['m', 'a', 'n', 'i', 'c', 'u', 'r', 'i', 's', 't']","['e', 'o', 'l', 'g', 'h']",10,5,True
memento,"['m', 'e', 'm', 'e', 'n', 't', 'o']","['s', 'i', 'a', 'r', 'd', 'l', 'c', 'u']",7,2,True
muffed,"['_', 'u', '_', '_', 'e', 'd']","['s', 'r', 'n', 'l', 't', 'a', 'o', 'i', 'p', 'b']",3,0,False
dried,"['d', 'r', 'i', 'e', 'd']","['s', 'a', 'o']",5,7,True
macintosh,"['m', 'a', 'c', 'i', 'n', 't', 'o', 's', 'h']","['e', 'l', 'r', 'g', 'u']",9,5,True
resign,"['r', 'e', 's', 'i', 'g', 'n']","['a', 'o', 't', 'd', 'l', 'u', 'p']",6,3,True
handcrafting,"['h', 'a', 'n', 'd', 'c', 'r', 'a', 'f', 't', 'i', 'n', 'g']","['e', 'o', 'l', 's', 'p', 'u', 'm', 'k']",12,2,True
counterrevolutionaries,"['c', 'o', 'u', 'n', 't', 'e', 'r', 'r', 'e', 'v', 'o', 'l', 'u', 't', 'i', 'o', 'n', 'a', 'r', 'i', 'e', 's']","['d', 'p']",22,8,True
dotingly,"['d', 'o', 't', 'i', 'n', 'g', 'l', 'y']","['e', 'a', 's', 'u', 'r', 'c', 'p', 'b', 'w']",8,1,True
paraded,"['_', 'a', 'r', 'a', 'd', 'e', 'd']","['s', 'i', 'o', 'l', 't', 'n', 'c', 'g', 'u', 'w']",6,0,False
steaming,"['s', 't', 'e', 'a', 'm', 'i', 'n', 'g']","['r', 'l', 'o', 'd', 'c']",8,5,True
douses,"['d', 'o', 'u', 's', 'e', 's']","['i', 'a', 'r', 'l', 't']",6,5,True
khan,"['k', '_', 'a', 'n']","['e', 's', 'o', 'i', 'u', 'r', 'l', 't', 'y', 'p']",3,0,False
romancing,"['r', 'o', 'm', 'a', 'n', 'c', 'i', 'n', 'g']","['e', 's', 't', 'l', 'u']",9,5,True
neuralgia,"['n', 'e', 'u', 'r', 'a', 'l', 'g', 'i', 'a']","['s', 't', 'd', 'o', 'c', 'p', 'b']",9,3,True
martyrs,"['m', 'a', 'r', 't', 'y', 'r', 's']","['e', 'i', 'o', 'u', 'l', 'n', 'c']",7,3,True
pipsqueak,"['p', 'i', 'p', 's', 'q', 'u', 'e', 'a', 'k']","['r', 'n', 'l', 't', 'd', 'c', 'm', 'o', 'h']",9,1,True
restores,"['r', 'e', 's', 't', 'o', 'r', 'e', 's']","['i', 'a']",8,8,True
nap,"['_', 'a', 'p']","['e', 'o', 'i', 'u', 'y', 't', 'd', 'r', 's', 'l']",2,0,False
peeping,"['p', 'e', 'e', 'p', 'i', 'n', 'g']","['s', 'r', 'l', 't', 'd', 'a', 'o']",7,3,True
fie,"['_', 'i', 'e']","['s', 'a', 'o', 'u', 't', 'r', 'n', 'l', 'p', 'd']",2,0,False
brads,"['_', 'r', 'a', '_', 's']","['e', 'o', 'i', 'u', 't', 'l', 'n', 'c', 'y', 'm']",3,0,False
toilet,"['t', 'o', 'i', 'l', 'e', 't']","['s', 'r', 'd', 'n', 'a']",6,5,True
alleviated,"['a', 'l', 'l', 'e', '_', 'i', 'a', 't', 'e', 'd']","['s', 'n', 'r', 'c', 'o', 'u', 'b', 'g', 'p', 'f']",9,0,False
cornets,"['c', 'o', 'r', 'n', 'e', 't', 's']","['i', 'a', 'u', 'd', 'l']",7,5,True
tranquillest,"['t', 'r', 'a', 'n', '_', 'u', 'i', 'l', 'l', 'e', 's', 't']","['o', 'c', 'g', 'd', 'm', 'p', 'b', 'v', 'f', 'h']",11,0,False
logjam,"['l', 'o', '_', '_', 'a', 'm']","['e', 's', 'i', 'r', 'u', 'n', 'y', 't', 'w', 'b']",4,0,False
hypodermics,"['h', 'y', 'p', 'o', 'd', 'e', 'r', 'm', 'i', 'c', 's']","['a', 'n', 't', 'l', 'u', 'v', 'b', 'w', 'f']",11,1,True
jerking,"['_', 'e', 'r', '_', 'i', 'n', 'g']","['s', 'a', 'o', 'd', 't', 'l', 'u', 'p', 'c', 'f']",5,0,False
stabilised,"['s', 't', 'a', 'b', 'i', 'l', 'i', 's', 'e', 'd']","['r', 'n', 'o', 'c', 'u', 'h', 'm']",10,3,True
impurity,"['i', 'm', 'p', 'u', 'r', 'i', 't', 'y']","['e', 'n', 'a', 'o', 's', 'l', 'c', 'd', 'f']",8,1,True
synthesise,"['s', '_', 'n', 't', 'h', 'e', 's', 'i', 's', 'e']","['a', 'o', 'r', 'l', 'd', 'g', 'c', 'u', 'f', 'm']",9,0,False
handguns,"['h', 'a', 'n', '_', 'g', 'u', 'n', 's']","['e', 'i', 'o', 'l', 'r', 't', 'c', 'b', 'y', 'v']",7,0,False
brethren,"['_', 'r', 'e', 't', 'h', 'r', 'e', 'n']","['s', 'i', 'a', 'o', 'd', 'u', 'l', 'm', 'c', 'v']",7,0,False
instigated,"['i', 'n', 's', 't', 'i', 'g', 'a', 't', 'e', 'd']","['r', 'l', 'o', 'c']",10,6,True
limpets,"['l', 'i', 'm', 'p', 'e', 't', 's']","['a', 'r', 'n', 'd', 'o', 'u', 'h']",7,3,True
denuding,"['d', 'e', 'n', 'u', 'd', 'i', 'n', 'g']","['s', 'r', 'l', 't', 'c', 'a', 'o', 'p']",8,2,True
lupines,"['l', 'u', 'p', 'i', 'n', 'e', 's']","['a', 'r', 'o', 't', 'd', 'g', 'c', 'm']",7,2,True
doily,"['d', 'o', 'i', 'l', 'y']","['e', 's', 'a', 'u', 'r', 'n', 't', 'c']",5,2,True
literati,"['l', 'i', 't', 'e', 'r', 'a', 't', 'i']","['s', 'n']",8,8,True
debase,"['d', 'e', 'b', 'a', 's', 'e']","['i', 'r', 'l', 'o', 't', 'n', 'u', 'h', 'p']",6,1,True
pigtail,"['p', 'i', '_', 't', 'a', 'i', 'l']","['e', 'n', 's', 'o', 'r', 'y', 'c', 'u', 'm', 'f']",6,0,False
kidnaped,"['_', 'i', 'd', 'n', 'a', 'p', 'e', 'd']","['s', 'r', 'l', 't', 'c', 'g', 'o', 'm', 'h', 'u']",7,0,False
undercuts,"['u', 'n', 'd', 'e', 'r', 'c', 'u', 't', 's']","['i', 'a', 'o', 'l']",9,6,True
mounted,"['m', 'o', 'u', 'n', 't', 'e', 'd']","['s', 'i', 'a', 'r', 'l', 'c', 'h']",7,3,True
schemes,"['s', 'c', 'h', 'e', '_', 'e', 's']","['i', 'a', 'o', 'r', 'u', 't', 'd', 'l', 'n', 'w']",6,0,False
vitriol,"['_', 'i', 't', '_', 'i', 'o', 'l']","['e', 'a', 'n', 's', 'u', 'y', 'c', 'f', 'd', 'p']",5,0,False
redhead,"['r', 'e', 'd', '_', 'e', 'a', 'd']","['s', 'i', 'o', 'l', 't', 'n', 'c', 'g', 'u', 'w']",6,0,False
cotyledons,"['c', 'o', 't', 'y', 'l', 'e', 'd', 'o', 'n', 's']","['i', 'r', 'a', 'u', 'm', 'h', 'p', 'b']",10,2,True
get,"['_', 'e', 't']","['s', 'a', 'o', 'i', 'u', 'y', 'r', 'w', 'l', 'n']",2,0,False
tubby,"['_', 'u', '_', '_', 'y']","['e', 's', 'a', 'o', 'i', 'l', 'm', 'n', 'r', 'p']",2,0,False
koshers,"['_', 'o', 's', '_', 'e', 'r', 's']","['i', 'a', 'u', 't', 'd', 'l', 'n', 'p', 'c', 'b']",5,0,False
liming,"['l', 'i', '_', 'i', 'n', 'g']","['e', 's', 'a', 'o', 'u', 't', 'y', 'p', 'r', 'c']",5,0,False
frightens,"['f', 'r', 'i', 'g', 'h', 't', 'e', 'n', 's']","['a', 'o', 'l', 'd', 'u', 'c', 'p', 'm']",9,2,True
limned,"['l', 'i', '_', 'n', 'e', 'd']","['s', 'r', 'a', 'o', 't', 'u', 'g', 'p', 'c', 'b']",5,0,False
agony,"['a', '_', 'o', 'n', 'y']","['e', 's', 'i', 'r', 'l', 'u', 't', 'c', 'm', 'd']",4,0,False
unexplained,"['u', 'n', 'e', 'x', 'p', 'l', 'a', 'i', 'n', 'e', 'd']","['s', 't', 'r', 'c', 'g', 'f', 'o', 'v', 'b']",11,1,True
tortoises,"['t', 'o', 'r', 't', 'o', 'i', 's', 'e', 's']","['a', 'n']",9,8,True
botches,"['b', 'o', 't', 'c', 'h', 'e', 's']","['i', 'a', 'r', 'l', 'd', 'n', 'u', 'p']",7,2,True
raceway,"['r', 'a', 'c', 'e', '_', 'a', '_']","['s', 'i', 'o', 'd', 't', 'l', 'n', 'b', 'p', 'm']",5,0,False
termly,"['t', 'e', 'r', '_', 'l', 'y']","['s', 'a', 'i', 'o', 'd', 'u', 'n', 'p', 'f', 'h']",5,0,False
freest,"['f', 'r', 'e', 'e', 's', 't']","['i', 'a', 'o', 'u', 'd', 'l', 'h', 'n', 'p']",6,1,True
neuter,"['n', 'e', 'u', 't', 'e', 'r']","['s', 'a', 'i', 'o', 'd', 'l']",6,4,True
telescoping,"['t', 'e', 'l', 'e', 's', 'c', 'o', 'p', 'i', 'n', 'g']","['a', 'r', 'd', 'u']",11,6,True
writ,"['_', 'r', 'i', 't']","['e', 's', 'o', 'a', 'u', 'l', 'n', 'h', 'f', 'p']",3,0,False
faze,"['_', 'a', '_', 'e']","['s', 'o', 'l', 'r', 't', 'i', 'd', 'n', 'p', 'c']",2,0,False
