target,discovered,wrong letters,number of hits,lives remaining,game won
heroins,"['h', 'e', 'r', 'o', 'i', 'n', 's']",['g'],7,9,True
hoot,"['h', 'o', 'o', 't']","['e', 's', 'm', 'f', 'l']",4,5,True
tabbed,"['t', 'a', 'b', 'b', 'e', 'd']",['k'],6,9,True
trig,"['t', 'r', 'i', 'g']","['e', 's', 'o', 'a']",4,6,True
dais,"['d', 'a', 'i', 's']","['e', 't', 'p', 'g', 'm', 'y', 'b']",4,3,True
pursers,"['p', 'u', 'r', 's', 'e', 'r', 's']",[],7,10,True
perihelia,"['p', 'e', 'r', 'i', 'h', 'e', 'l', 'i', 'a']",['s'],9,9,True
distention,"['d', 'i', 's', 't', 'e', 'n', 't', 'i', 'o', 'n']",[],10,10,True
dork,"['d', 'o', 'r', 'k']","['e', 's', 'l', 'n', 'm', 'y']",4,4,True
medically,"['m', 'e', 'd', 'i', 'c', 'a', 'l', 'l', 'y']",['s'],9,9,True
crepes,"['c', 'r', 'e', 'p', 'e', 's']",[],6,10,True
decoyed,"['d', 'e', 'c', 'o', 'y', 'e', 'd']","['i', 't', 'a']",7,7,True
refill,"['r', 'e', 'f', 'i', 'l', 'l']","['a', 's', 'n']",6,7,True
gliders,"['g', 'l', 'i', 'd', 'e', 'r', 's']","['t', 'o', 'a', 'u']",7,6,True
arbitrariness,"['a', 'r', 'b', 'i', 't', 'r', 'a', 'r', 'i', 'n', 'e', 's', 's']",[],13,10,True
tackier,"['t', 'a', 'c', 'k', 'i', 'e', 'r']","['s', 'd', 'n']",7,7,True
pacifier,"['p', 'a', 'c', 'i', 'f', 'i', 'e', 'r']","['s', 'm']",8,8,True
unreasoning,"['u', 'n', 'r', 'e', 'a', 's', 'o', 'n', 'i', 'n', 'g']",[],11,10,True
huskiness,"['h', 'u', 's', 'k', 'i', 'n', 'e', 's', 's']",['t'],9,9,True
cosy,"['c', 'o', 's', 'y']","['e', 't', 'h', 'k', 'p', 'n', 'r']",4,3,True
cruets,"['c', 'r', 'u', 'e', 't', 's']",['f'],6,9,True
papery,"['p', 'a', 'p', 'e', 'r', 'y']","['s', 'n', 'l']",6,7,True
buddy,"['_', 'u', '_', '_', 'y']","['s', 'e', 'a', 'o', 'i', 'm', 'l', 'n', 'r', 'p']",2,0,False
breastwork,"['b', 'r', 'e', 'a', 's', 't', 'w', 'o', 'r', 'k']",['i'],10,9,True
clapped,"['c', 'l', 'a', 'p', 'p', 'e', 'd']","['s', 'o']",7,8,True
anchors,"['a', 'n', 'c', 'h', 'o', 'r', 's']","['e', 'i', 't']",7,7,True
evenest,"['e', 'v', 'e', 'n', 'e', 's', 't']",[],7,10,True
sensuousness,"['s', 'e', 'n', 's', 'u', 'o', 'u', 's', 'n', 'e', 's', 's']","['r', 'i']",12,8,True
institute,"['i', 'n', 's', 't', 'i', 't', 'u', 't', 'e']",['a'],9,9,True
tollgates,"['t', 'o', 'l', 'l', 'g', 'a', 't', 'e', 's']",['i'],9,9,True
mindbogglingly,"['m', 'i', 'n', 'd', 'b', 'o', 'g', 'g', 'l', 'i', 'n', 'g', 'l', 'y']",['e'],14,9,True
wartime,"['w', 'a', 'r', 't', 'i', 'm', 'e']","['c', 's']",7,8,True
nerveless,"['n', 'e', 'r', 'v', 'e', 'l', 'e', 's', 's']",[],9,10,True
wiseacres,"['w', 'i', 's', 'e', 'a', 'c', 'r', 'e', 's']",['l'],9,9,True
commissioned,"['c', 'o', 'm', 'm', 'i', 's', 's', 'i', 'o', 'n', 'e', 'd']",[],12,10,True
piazze,"['p', 'i', 'a', 'z', 'z', 'e']","['l', 't', 's']",6,7,True
golfed,"['g', 'o', 'l', 'f', 'e', 'd']","['a', 't']",6,8,True
rattier,"['r', 'a', 't', 't', 'i', 'e', 'r']","['s', 'd', 'n', 'o']",7,6,True
mattering,"['m', 'a', 't', 't', 'e', 'r', 'i', 'n', 'g']","['p', 'u']",9,8,True
demagogy,"['d', 'e', 'm', 'a', 'g', 'o', 'g', 'y']",['i'],8,9,True
articulates,"['a', 'r', 't', 'i', 'c', 'u', 'l', 'a', 't', 'e', 's']",['d'],11,9,True
capitalism,"['c', 'a', 'p', 'i', 't', 'a', 'l', 'i', 's', 'm']","['e', 'n']",10,8,True
barefaced,"['b', 'a', 'r', 'e', 'f', 'a', 'c', 'e', 'd']","['s', 'n']",9,8,True
lattice,"['l', 'a', 't', 't', 'i', 'c', 'e']",[],7,10,True
caffeine,"['c', 'a', 'f', 'f', 'e', 'i', 'n', 'e']","['s', 't']",8,8,True
transmigrate,"['t', 'r', 'a', 'n', 's', 'm', 'i', 'g', 'r', 'a', 't', 'e']",[],12,10,True
padlocked,"['p', 'a', 'd', 'l', 'o', 'c', 'k', 'e', 'd']","['s', 'u']",9,8,True
lyrical,"['l', 'y', 'r', 'i', 'c', 'a', 'l']","['e', 's', 'g']",7,7,True
utopia,"['u', 't', 'o', 'p', 'i', 'a']","['e', 's']",6,8,True
dawns,"['d', 'a', 'w', 'n', 's']","['e', 'o', 'l', 'r', 'f', 'y', 'p']",5,3,True
devastation,"['d', 'e', 'v', 'a', 's', 't', 'a', 't', 'i', 'o', 'n']",[],11,10,True
baking,"['_', 'a', '_', 'i', 'n', 'g']","['e', 's', 'r', 'w', 't', 'l', 'f', 'p', 'm', 'h']",4,0,False
skyjack,"['s', 'k', 'y', 'j', 'a', 'c', 'k']","['e', 'i', 'm', 'l']",7,6,True
courtrooms,"['c', 'o', 'u', 'r', 't', 'r', 'o', 'o', 'm', 's']","['e', 'i']",10,8,True
interacts,"['i', 'n', 't', 'e', 'r', 'a', 'c', 't', 's']",[],9,10,True
spiked,"['s', 'p', 'i', 'k', 'e', 'd']","['a', 'o', 't']",6,7,True
brow,"['b', 'r', 'o', 'w']","['e', 's', 'l', 'p', 't', 'g']",4,4,True
company,"['c', 'o', 'm', 'p', 'a', 'n', 'y']","['e', 'i', 's']",7,7,True
camerawomen,"['c', 'a', 'm', 'e', 'r', 'a', 'w', 'o', 'm', 'e', 'n']","['s', 'd']",11,8,True
legatees,"['l', 'e', 'g', 'a', 't', 'e', 'e', 's']",['r'],8,9,True
remittance,"['r', 'e', 'm', 'i', 't', 't', 'a', 'n', 'c', 'e']",['l'],10,9,True
acidifies,"['a', 'c', 'i', 'd', 'i', 'f', 'i', 'e', 's']",['t'],9,9,True
surest,"['s', 'u', 'r', 'e', 's', 't']","['a', 'y', 'o']",6,7,True
brawn,"['b', 'r', 'a', 'w', 'n']","['s', 'e', 't', 'p', 'd']",5,5,True
cohesively,"['c', 'o', 'h', 'e', 's', 'i', 'v', 'e', 'l', 'y']",[],10,10,True
jalousies,"['j', 'a', 'l', 'o', 'u', 's', 'i', 'e', 's']",[],9,10,True
personalities,"['p', 'e', 'r', 's', 'o', 'n', 'a', 'l', 'i', 't', 'i', 'e', 's']",[],13,10,True
soberly,"['s', 'o', 'b', 'e', 'r', 'l', 'y']",[],7,10,True
boggier,"['b', 'o', 'g', 'g', 'i', 'e', 'r']","['s', 'd', 'a', 'l', 'f']",7,5,True
golf,"['g', 'o', 'l', 'f']","['e', 's', 'd', 't']",4,6,True
spectrum,"['s', 'p', 'e', 'c', 't', 'r', 'u', 'm']",['i'],8,9,True
incorrigibility,"['i', 'n', 'c', 'o', 'r', 'r', 'i', 'g', 'i', 'b', 'i', 'l', 'i', 't', 'y']",[],15,10,True
waistline,"['w', 'a', 'i', 's', 't', 'l', 'i', 'n', 'e']",[],9,10,True
fraternises,"['f', 'r', 'a', 't', 'e', 'r', 'n', 'i', 's', 'e', 's']",[],11,10,True
working,"['w', 'o', 'r', 'k', 'i', 'n', 'g']","['e', 'a', 'l', 'p', 's', 'f', 'm']",7,3,True
spares,"['s', 'p', 'a', 'r', 'e', 's']","['d', 't', 'h', 'l', 'n']",6,5,True
sieves,"['s', 'i', 'e', 'v', 'e', 's']",['g'],6,9,True
twisters,"['t', 'w', 'i', 's', 't', 'e', 'r', 's']",[],8,10,True
pronounceable,"['p', 'r', 'o', 'n', 'o', 'u', 'n', 'c', 'e', 'a', 'b', 'l', 'e']",['i'],13,9,True
reopening,"['r', 'e', 'o', 'p', 'e', 'n', 'i', 'n', 'g']",['d'],9,9,True
godfathers,"['g', 'o', 'd', 'f', 'a', 't', 'h', 'e', 'r', 's']",['n'],10,9,True
dispenser,"['d', 'i', 's', 'p', 'e', 'n', 's', 'e', 'r']",[],9,10,True
tableaus,"['t', 'a', 'b', 'l', 'e', 'a', 'u', 's']",['o'],8,9,True
parenthesised,"['p', 'a', 'r', 'e', 'n', 't', 'h', 'e', 's', 'i', 's', 'e', 'd']",[],13,10,True
stratum,"['s', 't', 'r', 'a', 't', 'u', 'm']","['e', 'i', 'c']",7,7,True
goatskin,"['g', 'o', 'a', 't', 's', 'k', 'i', 'n']",['e'],8,9,True
bitch,"['b', 'i', 't', 'c', 'h']","['s', 'e', 'a', 'o', 'y', 'w', 'p', 'd']",5,2,True
coalesced,"['c', 'o', 'a', 'l', 'e', 's', 'c', 'e', 'd']",['t'],9,9,True
strangest,"['s', 't', 'r', 'a', 'n', 'g', 'e', 's', 't']","['i', 'o']",9,8,True
dieters,"['d', 'i', 'e', 't', 'e', 'r', 's']",['w'],7,9,True
spiritualists,"['s', 'p', 'i', 'r', 'i', 't', 'u', 'a', 'l', 'i', 's', 't', 's']",[],13,10,True
deprecates,"['d', 'e', 'p', 'r', 'e', 'c', 'a', 't', 'e', 's']",['g'],10,9,True
love,"['l', 'o', 'v', 'e']","['a', 'r', 'n', 'g', 's']",4,5,True
matrixes,"['m', 'a', 't', 'r', 'i', 'x', 'e', 's']",['c'],8,9,True
catharses,"['c', 'a', 't', 'h', 'a', 'r', 's', 'e', 's']","['o', 'i']",9,8,True
noticeboard,"['n', 'o', 't', 'i', 'c', 'e', 'b', 'o', 'a', 'r', 'd']",[],11,10,True
adoptive,"['a', 'd', 'o', 'p', 't', 'i', 'v', 'e']",[],8,10,True
radiations,"['r', 'a', 'd', 'i', 'a', 't', 'i', 'o', 'n', 's']","['e', 'l']",10,8,True
mantissa,"['m', 'a', 'n', 't', 'i', 's', 's', 'a']",['e'],8,9,True
draw,"['d', 'r', 'a', 'w']","['e', 's', 'o', 'b', 'g', 'p', 't', 'm']",4,2,True
hackneys,"['h', 'a', 'c', 'k', 'n', 'e', 'y', 's']",['r'],8,9,True
fuzzy,"['_', 'u', '_', '_', 'y']","['s', 'e', 'a', 'o', 'i', 'm', 'l', 'n', 'r', 'p']",2,0,False
logotypes,"['l', 'o', 'g', 'o', 't', 'y', 'p', 'e', 's']","['i', 'a']",9,8,True
rosebush,"['r', 'o', 's', 'e', 'b', 'u', 's', 'h']",['n'],8,9,True
distracted,"['d', 'i', 's', 't', 'r', 'a', 'c', 't', 'e', 'd']",[],10,10,True
esthetic,"['e', 's', 't', 'h', 'e', 't', 'i', 'c']",[],8,10,True
flatterers,"['f', 'l', 'a', 't', 't', 'e', 'r', 'e', 'r', 's']",[],10,10,True
walruses,"['w', 'a', 'l', 'r', 'u', 's', 'e', 's']","['c', 'i', 't']",8,7,True
floodlit,"['f', 'l', 'o', 'o', 'd', 'l', 'i', 't']","['e', 'a', 's']",8,7,True
lime,"['l', 'i', 'm', 'e']","['a', 'o', 't']",4,7,True
gaggle,"['g', 'a', 'g', 'g', 'l', 'e']","['b', 'd', 'i', 't']",6,6,True
expectorating,"['e', 'x', 'p', 'e', 'c', 't', 'o', 'r', 'a', 't', 'i', 'n', 'g']",[],13,10,True
blackguard,"['b', 'l', 'a', 'c', 'k', 'g', 'u', 'a', 'r', 'd']","['e', 'i', 'o', 'n']",10,6,True
motorcycle,"['m', 'o', 't', 'o', 'r', 'c', 'y', 'c', 'l', 'e']","['i', 'a']",10,8,True
foothold,"['f', 'o', 'o', 't', 'h', 'o', 'l', 'd']","['e', 'i', 'a', 'w']",8,6,True
pessimistically,"['p', 'e', 's', 's', 'i', 'm', 'i', 's', 't', 'i', 'c', 'a', 'l', 'l', 'y']",[],15,10,True
tirelessness,"['t', 'i', 'r', 'e', 'l', 'e', 's', 's', 'n', 'e', 's', 's']",['m'],12,9,True
entente,"['e', 'n', 't', 'e', 'n', 't', 'e']",[],7,10,True
lipstick,"['l', 'i', 'p', 's', 't', 'i', 'c', 'k']","['e', 'n']",8,8,True
luminary,"['l', 'u', 'm', 'i', 'n', 'a', 'r', 'y']",['e'],8,9,True
dinettes,"['d', 'i', 'n', 'e', 't', 't', 'e', 's']",['l'],8,9,True
unsnarling,"['u', 'n', 's', 'n', 'a', 'r', 'l', 'i', 'n', 'g']","['e', 'p']",10,8,True
kidnapper,"['k', 'i', 'd', 'n', 'a', 'p', 'p', 'e', 'r']","['s', 't']",9,8,True
away,"['a', 'w', 'a', 'y']","['e', 's', 'o', 'r']",4,6,True
liefest,"['l', 'i', 'e', 'f', 'e', 's', 't']",['r'],7,9,True
birthstone,"['b', 'i', 'r', 't', 'h', 's', 't', 'o', 'n', 'e']",[],10,10,True
bacilli,"['b', 'a', 'c', 'i', 'l', 'l', 'i']",['e'],7,9,True
waked,"['w', 'a', 'k', 'e', 'd']","['s', 'r', 'x', 'g', 'n']",5,5,True
revamp,"['r', 'e', 'v', 'a', 'm', 'p']","['s', 'i']",6,8,True
dishes,"['d', 'i', 's', 'h', 'e', 's']","['r', 'a']",6,8,True
duped,"['d', 'u', 'p', 'e', 'd']","['s', 'o', 'i', 'a']",5,6,True
madman,"['m', 'a', 'd', 'm', 'a', 'n']","['e', 's', 'i', 't']",6,6,True
realtors,"['r', 'e', 'a', 'l', 't', 'o', 'r', 's']","['i', 'd']",8,8,True
extracts,"['e', 'x', 't', 'r', 'a', 'c', 't', 's']","['i', 'n']",8,8,True
unfurls,"['u', 'n', 'f', 'u', 'r', 'l', 's']","['e', 'i', 'a', 'o']",7,6,True
glamorising,"['g', 'l', 'a', 'm', 'o', 'r', 'i', 's', 'i', 'n', 'g']",['e'],11,9,True
crossbars,"['c', 'r', 'o', 's', 's', 'b', 'a', 'r', 's']","['e', 'i']",9,8,True
invoices,"['i', 'n', 'v', 'o', 'i', 'c', 'e', 's']",['q'],8,9,True
nerveless,"['n', 'e', 'r', 'v', 'e', 'l', 'e', 's', 's']",[],9,10,True
commemorate,"['c', 'o', 'm', 'm', 'e', 'm', 'o', 'r', 'a', 't', 'e']",[],11,10,True
undertakers,"['u', 'n', 'd', 'e', 'r', 't', 'a', 'k', 'e', 'r', 's']",[],11,10,True
hysterical,"['h', 'y', 's', 't', 'e', 'r', 'i', 'c', 'a', 'l']",[],10,10,True
oilfield,"['o', 'i', 'l', 'f', 'i', 'e', 'l', 'd']","['s', 't']",8,8,True
passages,"['p', 'a', 's', 's', 'a', 'g', 'e', 's']","['i', 'm']",8,8,True
acid,"['a', 'c', 'i', 'd']","['e', 's', 'o', 'm', 'r', 'v']",4,4,True
renting,"['r', 'e', 'n', 't', 'i', 'n', 'g']",['d'],7,9,True
volunteered,"['v', 'o', 'l', 'u', 'n', 't', 'e', 'e', 'r', 'e', 'd']",[],11,10,True
duplex,"['d', 'u', 'p', 'l', 'e', 'x']","['r', 's', 'n', 'c']",6,6,True
unmanageable,"['u', 'n', 'm', 'a', 'n', 'a', 'g', 'e', 'a', 'b', 'l', 'e']",[],12,10,True
hydroponic,"['h', 'y', 'd', 'r', 'o', 'p', 'o', 'n', 'i', 'c']",['e'],10,9,True
dishonour,"['d', 'i', 's', 'h', 'o', 'n', 'o', 'u', 'r']",['e'],9,9,True
subleasing,"['s', 'u', 'b', 'l', 'e', 'a', 's', 'i', 'n', 'g']",['r'],10,9,True
caesarean,"['c', 'a', 'e', 's', 'a', 'r', 'e', 'a', 'n']",[],9,10,True
coalesced,"['c', 'o', 'a', 'l', 'e', 's', 'c', 'e', 'd']",['t'],9,9,True
soppiest,"['s', 'o', 'p', 'p', 'i', 'e', 's', 't']",['a'],8,9,True
sluggish,"['s', 'l', 'u', 'g', 'g', 'i', 's', 'h']","['e', 'n', 't']",8,7,True
elaborations,"['e', 'l', 'a', 'b', 'o', 'r', 'a', 't', 'i', 'o', 'n', 's']",[],12,10,True
rarities,"['r', 'a', 'r', 'i', 't', 'i', 'e', 's']",['v'],8,9,True
impending,"['i', 'm', 'p', 'e', 'n', 'd', 'i', 'n', 'g']",[],9,10,True
decadently,"['d', 'e', 'c', 'a', 'd', 'e', 'n', 't', 'l', 'y']",['r'],10,9,True
aetiology,"['a', 'e', 't', 'i', 'o', 'l', 'o', 'g', 'y']",['s'],9,9,True
oversensitive,"['o', 'v', 'e', 'r', 's', 'e', 'n', 's', 'i', 't', 'i', 'v', 'e']",[],13,10,True
market,"['m', 'a', 'r', 'k', 'e', 't']","['d', 's', 'g']",6,7,True
garish,"['g', 'a', 'r', 'i', 's', 'h']",['e'],6,9,True
humidified,"['h', 'u', 'm', 'i', 'd', 'i', 'f', 'i', 'e', 'd']","['s', 'a', 'o']",10,7,True
goofed,"['g', 'o', 'o', 'f', 'e', 'd']","['a', 't', 'l', 'm', 'p']",6,5,True
lodestones,"['l', 'o', 'd', 'e', 's', 't', 'o', 'n', 'e', 's']",[],10,10,True
indemnities,"['i', 'n', 'd', 'e', 'm', 'n', 'i', 't', 'i', 'e', 's']",[],11,10,True
insider,"['i', 'n', 's', 'i', 'd', 'e', 'r']",[],7,10,True
bused,"['b', 'u', 's', 'e', 'd']","['o', 'm', 'f']",5,7,True
venturous,"['v', 'e', 'n', 't', 'u', 'r', 'o', 'u', 's']","['i', 'a']",9,8,True
damping,"['d', 'a', 'm', 'p', 'i', 'n', 'g']","['e', 'l', 'r', 't', 's']",7,5,True
stints,"['s', 't', 'i', 'n', 't', 's']","['e', 'u']",6,8,True
clergywomen,"['c', 'l', 'e', 'r', 'g', 'y', 'w', 'o', 'm', 'e', 'n']",['s'],11,9,True
spreed,"['s', 'p', 'r', 'e', 'e', 'd']","['t', 'n']",6,8,True
manhunts,"['m', 'a', 'n', 'h', 'u', 'n', 't', 's']","['e', 'i', 'o', 'l']",8,6,True
portables,"['p', 'o', 'r', 't', 'a', 'b', 'l', 'e', 's']",['i'],9,9,True
encrusts,"['e', 'n', 'c', 'r', 'u', 's', 't', 's']","['i', 'x']",8,8,True
lawmaker,"['l', 'a', 'w', 'm', 'a', 'k', 'e', 'r']","['s', 'i']",8,8,True
disobeyed,"['d', 'i', 's', 'o', 'b', 'e', 'y', 'e', 'd']",['r'],9,9,True
